Company,Technology,Mentions_SocialMedia,Mentions_Internet,Market_Penetration (%),Sentiment_SocialMedia,Sentiment_Internet,Innovation_Index,Category,Region,Revenue_Estimate (USD),Employee_Count,Date,Sentiment_Score_SocialMedia,Sentiment_Score_Internet,Growth_Rate_Mentions_SocialMedia,Growth_Rate_Mentions_Internet
SmartFarm,Water Management,262,259,24.3,négatif,positif,9,Drones,Global,4886029,37,2024-11-22,-1,1,0.015503875968992276,0.0
SmartFarm,IoT for Farming,330,119,10.73,neutre,positif,1,Climate Change,Europe,2985996,312,2024-11-22,0,1,0.2595419847328244,-0.5405405405405406
SmartFarm,Sustainable Agriculture,351,123,24.84,positif,négatif,8,Robotics,Sub-Saharan Africa,2129244,290,2024-11-22,1,-1,0.06363636363636371,0.03361344537815136
SmartFarm,Sustainable Agriculture,322,296,7.42,neutre,négatif,7,Drones,Global,4421540,545,2024-11-22,0,-1,-0.08262108262108259,1.4065040650406506
SmartFarm,AI in Agriculture,240,50,21.43,négatif,neutre,8,Sustainability,Global,139528,779,2024-11-22,-1,0,-0.25465838509316774,-0.8310810810810811
SmartFarm,Precision Agriculture,292,271,1.69,positif,positif,3,Climate Change,North Africa,4265794,498,2024-11-22,1,1,0.21666666666666656,4.42
SmartFarm,Smart Irrigation,243,113,14.02,positif,négatif,4,Drones,Europe,4943678,683,2024-11-22,1,-1,-0.1678082191780822,-0.5830258302583026
SmartFarm,Water Management,27,219,5.96,neutre,neutre,7,Robotics,Tunisia,4893927,13,2024-11-22,0,0,-0.8888888888888888,0.9380530973451326
SmartFarm,IoT for Farming,309,239,20.19,négatif,neutre,8,AI,Sub-Saharan Africa,4453511,847,2024-11-22,-1,0,10.444444444444445,0.091324200913242
SmartFarm,Precision Agriculture,389,42,5.9,neutre,positif,4,IoT,Tunisia,1732191,20,2024-11-22,0,1,0.25889967637540456,-0.8242677824267782
SmartFarm,Agriculture 4.0,233,56,9.35,positif,négatif,9,Robotics,Europe,2597633,400,2024-11-23,1,-1,-0.4010282776349614,0.33333333333333326
SmartFarm,AI in Agriculture,227,201,5.11,neutre,négatif,2,AI,Europe,1547364,31,2024-11-23,0,-1,-0.025751072961373356,2.5892857142857144
SmartFarm,Agriculture 4.0,204,239,26.87,négatif,négatif,7,Water Management,Europe,4917204,954,2024-11-23,-1,-1,-0.10132158590308371,0.18905472636815923
SmartFarm,Drones for Crop Monitoring,260,280,13.72,positif,neutre,6,Robotics,Tunisia,1708301,809,2024-11-23,1,0,0.27450980392156854,0.17154811715481166
SmartFarm,Agricultural Robotics,263,208,27.3,positif,négatif,3,Robotics,North Africa,299201,11,2024-11-23,1,-1,0.011538461538461497,-0.2571428571428571
SmartFarm,Agriculture 4.0,155,61,9.19,négatif,positif,8,Technology Adoption,Sub-Saharan Africa,4240165,265,2024-11-23,-1,1,-0.4106463878326996,-0.7067307692307692
SmartFarm,IoT for Farming,400,120,20.34,négatif,neutre,1,Drones,Tunisia,2582787,862,2024-11-23,-1,0,1.5806451612903225,0.9672131147540983
SmartFarm,Climate-Smart Agriculture,471,183,20.21,neutre,positif,3,Smart Irrigation,North Africa,422018,58,2024-11-23,0,1,0.1775,0.5249999999999999
SmartFarm,Agriculture 4.0,80,222,11.51,positif,négatif,8,Smart Irrigation,Global,2158475,24,2024-11-23,1,-1,-0.8301486199575372,0.21311475409836067
SmartFarm,Climate-Smart Agriculture,254,52,13.68,négatif,neutre,8,Robotics,Tunisia,4206475,690,2024-11-23,-1,0,2.175,-0.7657657657657657
SmartFarm,Drones for Crop Monitoring,257,233,25.97,négatif,négatif,8,Technology Adoption,Global,1812512,783,2024-11-23,-1,-1,0.011811023622047223,3.480769230769231
SmartFarm,Smart Irrigation,70,158,11.4,neutre,neutre,4,Climate Change,Tunisia,2331477,506,2024-11-23,0,0,-0.727626459143969,-0.32188841201716734
SmartFarm,Smart Irrigation,394,127,19.88,neutre,positif,1,Sustainability,North Africa,1857130,409,2024-11-23,0,1,4.628571428571429,-0.19620253164556967
SmartFarm,Climate-Smart Agriculture,480,19,4.92,négatif,positif,8,Drones,Tunisia,566081,92,2024-11-23,-1,1,0.218274111675127,-0.8503937007874016
SmartFarm,IoT for Farming,447,66,25.62,neutre,positif,1,IoT,Global,4156139,572,2024-11-23,0,1,-0.06874999999999998,2.473684210526316
SmartFarm,Agricultural Robotics,338,178,6.85,neutre,positif,8,Robotics,Sub-Saharan Africa,4477154,982,2024-11-23,0,1,-0.24384787472035796,1.6969696969696968
SmartFarm,Climate-Smart Agriculture,460,251,18.43,neutre,positif,6,Drones,Tunisia,157205,741,2024-11-23,0,1,0.36094674556213024,0.4101123595505618
SmartFarm,Agricultural Robotics,329,249,10.8,positif,positif,9,Smart Irrigation,North Africa,4237534,432,2024-11-23,1,1,-0.2847826086956522,-0.007968127490039834
SmartFarm,Agriculture 4.0,207,258,25.64,neutre,neutre,8,Smart Irrigation,Tunisia,4297062,219,2024-11-23,0,0,-0.3708206686930091,0.03614457831325302
SmartFarm,Water Management,153,184,13.38,positif,neutre,5,Smart Irrigation,Europe,4816705,718,2024-11-23,1,0,-0.26086956521739135,-0.28682170542635654
SmartFarm,Sustainable Agriculture,73,155,12.22,négatif,négatif,1,AI,Sub-Saharan Africa,1138879,839,2024-11-23,-1,-1,-0.522875816993464,-0.15760869565217395
SmartFarm,Smart Irrigation,457,289,3.01,négatif,négatif,7,IoT,Sub-Saharan Africa,3005781,479,2024-11-23,-1,-1,5.260273972602739,0.864516129032258
SmartFarm,AI in Agriculture,473,279,15.44,neutre,négatif,2,Climate Change,Tunisia,2368093,212,2024-11-23,0,-1,0.035010940919037115,-0.03460207612456745
SmartFarm,Sustainable Agriculture,473,200,22.55,négatif,neutre,8,IoT,Sub-Saharan Africa,4690176,35,2024-11-24,-1,0,0.0,-0.2831541218637993
SmartFarm,AI in Agriculture,46,233,19.75,positif,positif,7,IoT,Europe,4749372,808,2024-11-24,1,1,-0.9027484143763214,0.16500000000000004
SmartFarm,Drones for Crop Monitoring,71,67,9.2,neutre,négatif,1,IoT,Tunisia,1242868,693,2024-11-24,0,-1,0.5434782608695652,-0.7124463519313304
SmartFarm,Agriculture 4.0,303,180,6.83,neutre,positif,10,Robotics,Tunisia,478535,947,2024-11-24,0,1,3.267605633802817,1.6865671641791047
SmartFarm,IoT for Farming,87,61,13.82,positif,neutre,10,Robotics,Tunisia,2072024,158,2024-11-24,1,0,-0.7128712871287128,-0.6611111111111111
SmartFarm,Climate-Smart Agriculture,258,53,10.87,positif,positif,3,Smart Irrigation,Tunisia,3280253,618,2024-11-24,1,1,1.9655172413793105,-0.1311475409836066
SmartFarm,Sustainable Agriculture,409,215,1.3,négatif,positif,8,Climate Change,Tunisia,4629931,661,2024-11-24,-1,1,0.5852713178294573,3.0566037735849054
SmartFarm,Drones for Crop Monitoring,134,282,11.52,neutre,négatif,10,Sustainability,Global,1449000,389,2024-11-24,0,-1,-0.6723716381418092,0.31162790697674425
SmartFarm,Climate-Smart Agriculture,165,203,29.95,positif,positif,4,AI,Europe,879230,524,2024-11-24,1,1,0.23134328358208944,-0.2801418439716312
SmartFarm,Agriculture 4.0,419,106,9.95,neutre,positif,6,IoT,Global,2532505,441,2024-11-24,0,1,1.5393939393939395,-0.4778325123152709
SmartFarm,Drones for Crop Monitoring,299,300,4.44,négatif,négatif,6,Water Management,North Africa,3028336,491,2024-11-24,-1,-1,-0.28639618138424816,1.8301886792452828
SmartFarm,Smart Irrigation,352,263,13.47,positif,négatif,1,Sustainability,Sub-Saharan Africa,1008487,735,2024-11-24,1,-1,0.17725752508361214,-0.1233333333333333
SmartFarm,Precision Agriculture,339,103,12.64,négatif,négatif,5,Precision Agriculture,Europe,310529,664,2024-11-24,-1,-1,-0.03693181818181823,-0.6083650190114068
SmartFarm,Sustainable Agriculture,68,283,9.97,positif,négatif,10,Precision Agriculture,Sub-Saharan Africa,3687182,950,2024-11-24,1,-1,-0.7994100294985251,1.7475728155339807
SmartFarm,Precision Agriculture,127,161,3.87,négatif,neutre,6,Sustainability,Europe,4554651,789,2024-11-24,-1,0,0.8676470588235294,-0.431095406360424
SmartFarm,Drones for Crop Monitoring,192,273,28.48,neutre,positif,2,Water Management,Global,4095180,278,2024-11-24,0,1,0.5118110236220472,0.6956521739130435
SmartFarm,Precision Agriculture,401,200,24.89,négatif,négatif,4,Water Management,Sub-Saharan Africa,3256744,93,2024-11-24,-1,-1,1.0885416666666665,-0.26739926739926745
SmartFarm,Agricultural Robotics,308,227,14.71,positif,positif,9,Drones,Sub-Saharan Africa,524210,887,2024-11-24,1,1,-0.23192019950124687,0.135
SmartFarm,Smart Irrigation,231,266,20.03,positif,négatif,9,AI,Tunisia,3373974,811,2024-11-24,1,-1,-0.25,0.17180616740088106
SmartFarm,Agricultural Robotics,424,14,11.45,neutre,positif,10,Smart Irrigation,Europe,2109171,380,2024-11-24,0,1,0.8354978354978355,-0.9473684210526316
SmartFarm,Agriculture 4.0,133,24,20.04,neutre,négatif,1,Climate Change,Sub-Saharan Africa,1050930,680,2024-11-24,0,-1,-0.6863207547169812,0.7142857142857142
SmartFarm,Precision Agriculture,281,258,13.19,positif,positif,4,Precision Agriculture,Global,2022982,754,2024-11-25,1,1,1.1127819548872182,9.75
SmartFarm,Smart Irrigation,368,204,29.8,neutre,positif,2,IoT,Europe,3908618,268,2024-11-25,0,1,0.3096085409252669,-0.2093023255813954
SmartFarm,Agriculture 4.0,480,254,22.1,positif,négatif,4,Robotics,Global,4163912,973,2024-11-25,1,-1,0.30434782608695654,0.2450980392156863
SmartFarm,Water Management,314,22,20.38,positif,neutre,9,Smart Irrigation,North Africa,1653254,998,2024-11-25,1,0,-0.3458333333333333,-0.9133858267716536
SmartFarm,Agriculture 4.0,105,275,21.66,négatif,neutre,10,Water Management,Tunisia,4220511,851,2024-11-25,-1,0,-0.6656050955414012,11.5
SmartFarm,Sustainable Agriculture,67,69,10.06,négatif,neutre,2,Water Management,Europe,159847,446,2024-11-25,-1,0,-0.36190476190476195,-0.749090909090909
SmartFarm,Precision Agriculture,84,79,1.97,positif,positif,8,Climate Change,Tunisia,4342071,674,2024-11-25,1,1,0.25373134328358216,0.14492753623188404
SmartFarm,IoT for Farming,238,5,26.68,neutre,positif,1,Technology Adoption,Europe,4821046,529,2024-11-25,0,1,1.8333333333333335,-0.9367088607594937
SmartFarm,Water Management,379,260,21.39,négatif,neutre,4,Water Management,Sub-Saharan Africa,2794583,945,2024-11-25,-1,0,0.5924369747899159,51.0
SmartFarm,Drones for Crop Monitoring,281,125,24.43,positif,positif,10,Sustainability,Global,1443333,117,2024-11-25,1,1,-0.25857519788918204,-0.5192307692307692
SmartFarm,Drones for Crop Monitoring,307,28,26.17,négatif,positif,7,Water Management,North Africa,200287,765,2024-11-25,-1,1,0.092526690391459,-0.776
SmartFarm,IoT for Farming,324,186,15.57,négatif,négatif,4,IoT,Sub-Saharan Africa,197002,461,2024-11-25,-1,-1,0.055374592833876246,5.642857142857143
SmartFarm,Agriculture 4.0,427,187,18.92,négatif,négatif,8,Technology Adoption,North Africa,4414179,495,2024-11-25,-1,-1,0.3179012345679013,0.005376344086021501
SmartFarm,Agriculture 4.0,85,61,14.32,négatif,neutre,2,Robotics,Sub-Saharan Africa,3452288,227,2024-11-25,-1,0,-0.8009367681498829,-0.6737967914438503
SmartFarm,AI in Agriculture,329,105,6.61,négatif,positif,9,Robotics,Europe,3522361,634,2024-11-25,-1,1,2.8705882352941177,0.721311475409836
SmartFarm,Sustainable Agriculture,429,120,12.37,positif,positif,3,AI,Sub-Saharan Africa,2640657,866,2024-11-25,1,1,0.30395136778115495,0.1428571428571428
SmartFarm,Sustainable Agriculture,338,297,19.7,neutre,négatif,2,Climate Change,North Africa,305222,525,2024-11-25,0,-1,-0.21212121212121215,1.475
SmartFarm,Drones for Crop Monitoring,479,111,5.99,négatif,négatif,8,Smart Irrigation,Europe,4532418,202,2024-11-25,-1,-1,0.4171597633136095,-0.6262626262626263
SmartFarm,Climate-Smart Agriculture,449,274,3.66,positif,neutre,10,AI,Tunisia,358717,564,2024-11-25,1,0,-0.06263048016701467,1.4684684684684686
SmartFarm,IoT for Farming,156,47,17.13,positif,positif,6,AI,Europe,2022870,120,2024-11-25,1,1,-0.6525612472160356,-0.8284671532846715
SmartFarm,Climate-Smart Agriculture,29,117,11.64,négatif,négatif,7,Technology Adoption,Europe,4599781,87,2024-11-25,-1,-1,-0.8141025641025641,1.4893617021276597
SmartFarm,Agriculture 4.0,150,129,9.21,négatif,négatif,10,Precision Agriculture,Global,2803497,15,2024-11-25,-1,-1,4.172413793103448,0.10256410256410264
SmartFarm,IoT for Farming,79,16,2.62,positif,négatif,5,Robotics,Tunisia,997964,439,2024-11-25,1,-1,-0.4733333333333334,-0.875968992248062
SmartFarm,Climate-Smart Agriculture,395,241,2.61,positif,positif,4,Water Management,Europe,2443773,557,2024-11-25,1,1,4.0,14.0625
SmartFarm,AI in Agriculture,162,144,9.73,négatif,positif,6,Smart Irrigation,Global,2013154,890,2024-11-26,-1,1,-0.589873417721519,-0.4024896265560166
SmartFarm,Agricultural Robotics,482,118,27.24,neutre,neutre,5,Robotics,Tunisia,290376,52,2024-11-26,0,0,1.9753086419753085,-0.18055555555555558
SmartFarm,Sustainable Agriculture,432,189,5.32,positif,neutre,4,Smart Irrigation,Global,4868242,919,2024-11-26,1,0,-0.10373443983402486,0.6016949152542372
SmartFarm,IoT for Farming,20,135,16.37,négatif,négatif,3,Technology Adoption,Sub-Saharan Africa,781438,931,2024-11-26,-1,-1,-0.9537037037037037,-0.2857142857142857
SmartFarm,Precision Agriculture,211,293,15.79,positif,positif,10,Technology Adoption,Sub-Saharan Africa,131532,495,2024-11-26,1,1,9.55,1.1703703703703705
SmartFarm,Drones for Crop Monitoring,295,167,29.36,neutre,neutre,7,Water Management,Tunisia,667855,902,2024-11-26,0,0,0.3981042654028435,-0.4300341296928327
SmartFarm,Sustainable Agriculture,200,34,15.16,neutre,positif,3,AI,Sub-Saharan Africa,1601495,908,2024-11-26,0,1,-0.3220338983050848,-0.7964071856287425
SmartFarm,Smart Irrigation,108,168,26.28,négatif,neutre,6,Climate Change,Tunisia,2814921,500,2024-11-26,-1,0,-0.45999999999999996,3.9411764705882355
SmartFarm,AI in Agriculture,89,68,20.33,neutre,neutre,6,Drones,Sub-Saharan Africa,4256447,863,2024-11-26,0,0,-0.17592592592592593,-0.5952380952380952
SmartFarm,Precision Agriculture,191,71,25.29,neutre,négatif,3,AI,Global,3046108,778,2024-11-26,0,-1,1.1460674157303372,0.044117647058823595
SmartFarm,AI in Agriculture,21,6,24.07,positif,neutre,6,IoT,Sub-Saharan Africa,3394416,371,2024-11-26,1,0,-0.8900523560209423,-0.9154929577464789
SmartFarm,AI in Agriculture,64,163,1.96,positif,négatif,9,Technology Adoption,Global,1609784,828,2024-11-26,1,-1,2.0476190476190474,26.166666666666668
SmartFarm,Smart Irrigation,346,200,18.08,négatif,neutre,9,IoT,Global,790175,157,2024-11-26,-1,0,4.40625,0.22699386503067487
SmartFarm,Drones for Crop Monitoring,243,270,8.38,négatif,neutre,2,Technology Adoption,Europe,3394984,32,2024-11-26,-1,0,-0.29768786127167635,0.3500000000000001
SmartFarm,Precision Agriculture,132,300,24.19,neutre,positif,7,Robotics,Europe,3289813,851,2024-11-26,0,1,-0.45679012345679015,0.11111111111111116
SmartFarm,Smart Irrigation,287,179,21.82,positif,négatif,7,Robotics,North Africa,731268,649,2024-11-26,1,-1,1.1742424242424243,-0.4033333333333333
SmartFarm,Drones for Crop Monitoring,422,133,1.87,négatif,positif,1,AI,Tunisia,2019529,347,2024-11-26,-1,1,0.47038327526132395,-0.25698324022346364
SmartFarm,Smart Irrigation,444,230,25.17,neutre,neutre,4,Precision Agriculture,Tunisia,1845701,284,2024-11-26,0,0,0.05213270142180093,0.7293233082706767
SmartFarm,IoT for Farming,349,194,1.98,neutre,neutre,2,AI,Tunisia,692535,527,2024-11-26,0,0,-0.213963963963964,-0.15652173913043477
SmartFarm,IoT for Farming,152,282,12.9,négatif,neutre,6,Climate Change,Europe,3312276,858,2024-11-26,-1,0,-0.5644699140401146,0.45360824742268036
SmartFarm,Drones for Crop Monitoring,310,233,24.22,positif,neutre,6,AI,Global,678368,267,2024-11-26,1,0,1.039473684210526,-0.17375886524822692
SmartFarm,Precision Agriculture,309,286,27.71,positif,négatif,9,Precision Agriculture,Sub-Saharan Africa,2828318,392,2024-11-27,1,-1,-0.003225806451612856,0.22746781115879822
SmartFarm,Drones for Crop Monitoring,462,187,8.86,négatif,positif,10,Robotics,North Africa,2340820,713,2024-11-27,-1,1,0.49514563106796117,-0.34615384615384615
SmartFarm,Agricultural Robotics,96,180,23.28,positif,positif,4,Robotics,Sub-Saharan Africa,4491664,535,2024-11-27,1,1,-0.7922077922077921,-0.03743315508021394
SmartFarm,IoT for Farming,215,268,8.17,neutre,neutre,8,Technology Adoption,Europe,3613428,903,2024-11-27,0,0,1.2395833333333335,0.48888888888888893
SmartFarm,Climate-Smart Agriculture,461,12,2.56,positif,négatif,9,Technology Adoption,Sub-Saharan Africa,953150,568,2024-11-27,1,-1,1.1441860465116278,-0.9552238805970149
SmartFarm,AI in Agriculture,437,175,22.09,neutre,neutre,3,Sustainability,Sub-Saharan Africa,2614149,998,2024-11-27,0,0,-0.05206073752711493,13.583333333333334
SmartFarm,Water Management,263,254,28.27,négatif,négatif,8,Technology Adoption,Sub-Saharan Africa,121025,160,2024-11-27,-1,-1,-0.3981693363844394,0.4514285714285715
SmartFarm,Smart Irrigation,394,34,1.44,neutre,neutre,8,Climate Change,Europe,2914363,269,2024-11-27,0,0,0.4980988593155893,-0.8661417322834646
SmartFarm,Sustainable Agriculture,391,225,12.71,positif,neutre,4,Robotics,Europe,3574489,110,2024-11-27,1,0,-0.0076142131979695105,5.617647058823529
SmartFarm,Agriculture 4.0,44,104,26.71,neutre,neutre,9,Precision Agriculture,Europe,3641553,491,2024-11-27,0,0,-0.8874680306905371,-0.5377777777777778
SmartFarm,Drones for Crop Monitoring,47,15,24.61,neutre,négatif,8,Sustainability,Europe,2263260,409,2024-11-27,0,-1,0.06818181818181812,-0.8557692307692308
SmartFarm,Agriculture 4.0,464,246,13.62,neutre,négatif,8,IoT,North Africa,2078662,190,2024-11-27,0,-1,8.872340425531915,15.399999999999999
SmartFarm,Water Management,222,194,22.48,neutre,neutre,6,Precision Agriculture,Sub-Saharan Africa,2464556,105,2024-11-27,0,0,-0.521551724137931,-0.21138211382113825
SmartFarm,AI in Agriculture,403,149,3.7,neutre,négatif,3,IoT,Sub-Saharan Africa,4295007,766,2024-11-27,0,-1,0.8153153153153154,-0.2319587628865979
SmartFarm,AI in Agriculture,130,19,29.76,neutre,négatif,2,Technology Adoption,North Africa,4143930,61,2024-11-27,0,-1,-0.6774193548387097,-0.87248322147651
SmartFarm,Sustainable Agriculture,397,168,2.8,positif,positif,6,Technology Adoption,Sub-Saharan Africa,2222805,442,2024-11-27,1,1,2.0538461538461537,7.842105263157896
SmartFarm,Agricultural Robotics,196,129,21.83,positif,négatif,4,AI,Global,705508,219,2024-11-27,1,-1,-0.5062972292191436,-0.2321428571428571
SmartFarm,Climate-Smart Agriculture,471,211,24.99,positif,neutre,5,Drones,Sub-Saharan Africa,1722843,601,2024-11-27,1,0,1.4030612244897958,0.6356589147286822
SmartFarm,IoT for Farming,407,159,21.65,positif,neutre,2,Robotics,North Africa,3145274,861,2024-11-27,1,0,-0.13588110403397025,-0.24644549763033174
SmartFarm,Agricultural Robotics,155,103,25.95,négatif,négatif,9,IoT,North Africa,3255453,410,2024-11-27,-1,-1,-0.6191646191646192,-0.35220125786163525
SmartFarm,Water Management,337,35,23.89,négatif,négatif,4,Precision Agriculture,Europe,1030554,909,2024-11-27,-1,-1,1.1741935483870969,-0.6601941747572815
SmartFarm,Drones for Crop Monitoring,413,208,20.52,négatif,positif,3,Smart Irrigation,Europe,3646576,512,2024-11-27,-1,1,0.2255192878338279,4.942857142857143
SmartFarm,Climate-Smart Agriculture,246,291,21.15,négatif,positif,4,Sustainability,North Africa,2298733,599,2024-11-27,-1,1,-0.4043583535108959,0.39903846153846145
SmartFarm,Climate-Smart Agriculture,374,48,29.51,négatif,négatif,3,Sustainability,Europe,4153705,222,2024-11-27,-1,-1,0.5203252032520325,-0.8350515463917526
SmartFarm,Climate-Smart Agriculture,488,242,27.16,positif,négatif,7,Precision Agriculture,Global,1135852,894,2024-11-28,1,-1,0.30481283422459904,4.041666666666667
SmartFarm,Agricultural Robotics,110,234,24.86,négatif,négatif,6,Sustainability,Europe,572463,617,2024-11-28,-1,-1,-0.7745901639344263,-0.03305785123966942
SmartFarm,Climate-Smart Agriculture,182,80,15.91,négatif,négatif,7,Climate Change,Sub-Saharan Africa,2476036,732,2024-11-28,-1,-1,0.6545454545454545,-0.6581196581196581
SmartFarm,Agriculture 4.0,402,48,24.69,neutre,négatif,10,Smart Irrigation,Sub-Saharan Africa,2618324,635,2024-11-28,0,-1,1.208791208791209,-0.4
SmartFarm,Precision Agriculture,276,176,12.19,neutre,neutre,8,IoT,Europe,2358499,790,2024-11-28,0,0,-0.31343283582089554,2.6666666666666665
SmartFarm,Smart Irrigation,298,182,10.25,négatif,positif,4,Technology Adoption,Sub-Saharan Africa,3911240,144,2024-11-28,-1,1,0.07971014492753614,0.03409090909090917
SmartFarm,AI in Agriculture,35,153,16.69,négatif,positif,10,Drones,Europe,1991325,826,2024-11-28,-1,1,-0.8825503355704698,-0.15934065934065933
SmartFarm,Smart Irrigation,11,62,12.51,négatif,positif,6,Sustainability,Global,4389835,735,2024-11-28,-1,1,-0.6857142857142857,-0.5947712418300654
SmartFarm,IoT for Farming,195,73,2.3,positif,négatif,2,Water Management,Sub-Saharan Africa,362605,292,2024-11-28,1,-1,16.727272727272727,0.17741935483870974
SmartFarm,IoT for Farming,43,186,12.83,positif,positif,5,Smart Irrigation,Global,1143300,850,2024-11-28,1,1,-0.7794871794871795,1.547945205479452
SmartFarm,Precision Agriculture,60,254,7.28,positif,neutre,5,IoT,Tunisia,174886,22,2024-11-28,1,0,0.39534883720930236,0.36559139784946226
SmartFarm,Water Management,89,290,4.9,neutre,positif,8,AI,Europe,734340,394,2024-11-28,0,1,0.4833333333333334,0.1417322834645669
SmartFarm,Drones for Crop Monitoring,411,163,1.63,négatif,neutre,1,AI,Europe,3683791,986,2024-11-28,-1,0,3.617977528089888,-0.4379310344827586
SmartFarm,Smart Irrigation,87,207,24.18,positif,négatif,7,Smart Irrigation,Europe,2513749,315,2024-11-28,1,-1,-0.7883211678832117,0.26993865030674846
SmartFarm,IoT for Farming,484,101,28.52,positif,neutre,5,Climate Change,Tunisia,512533,87,2024-11-28,1,0,4.563218390804598,-0.5120772946859904
SmartFarm,Agricultural Robotics,343,62,14.75,négatif,neutre,10,Water Management,North Africa,4483572,57,2024-11-28,-1,0,-0.29132231404958675,-0.38613861386138615
SmartFarm,Smart Irrigation,183,15,17.41,positif,positif,3,Robotics,Sub-Saharan Africa,2912153,349,2024-11-28,1,1,-0.46647230320699706,-0.7580645161290323
SmartFarm,Climate-Smart Agriculture,154,252,16.64,neutre,neutre,6,IoT,Sub-Saharan Africa,1234689,35,2024-11-28,0,0,-0.1584699453551912,15.8
SmartFarm,Water Management,413,38,26.06,négatif,négatif,7,AI,Global,314653,414,2024-11-28,-1,-1,1.6818181818181817,-0.8492063492063492
SmartFarm,Smart Irrigation,225,122,17.18,neutre,neutre,7,Water Management,Sub-Saharan Africa,1593953,87,2024-11-28,0,0,-0.4552058111380145,2.210526315789474
SmartFarm,Precision Agriculture,237,132,10.45,négatif,négatif,1,Robotics,North Africa,4059252,594,2024-11-28,-1,-1,0.05333333333333323,0.08196721311475419
SmartFarm,AI in Agriculture,186,97,2.19,négatif,positif,9,Robotics,Tunisia,2871775,56,2024-11-28,-1,1,-0.21518987341772156,-0.26515151515151514
SmartFarm,Water Management,480,127,26.81,neutre,négatif,6,Drones,Global,2116817,703,2024-11-28,0,-1,1.5806451612903225,0.30927835051546393
SmartFarm,Smart Irrigation,397,90,1.24,neutre,négatif,10,IoT,Sub-Saharan Africa,169180,860,2024-11-28,0,-1,-0.17291666666666672,-0.2913385826771654
SmartFarm,Climate-Smart Agriculture,430,227,20.33,négatif,neutre,8,Sustainability,Global,2170366,696,2024-11-28,-1,0,0.08312342569269515,1.5222222222222221
SmartFarm,Precision Agriculture,298,122,2.25,négatif,négatif,2,Technology Adoption,Tunisia,3284315,443,2024-11-29,-1,-1,-0.3069767441860465,-0.4625550660792952
SmartFarm,IoT for Farming,404,137,16.9,négatif,neutre,4,AI,Global,3474631,163,2024-11-29,-1,0,0.3557046979865772,0.12295081967213117
SmartFarm,IoT for Farming,492,144,19.08,positif,neutre,4,Technology Adoption,North Africa,3948928,749,2024-11-29,1,0,0.2178217821782178,0.051094890510948954
SmartFarm,Drones for Crop Monitoring,126,133,4.48,négatif,positif,3,Robotics,Global,2319939,995,2024-11-29,-1,1,-0.7439024390243902,-0.07638888888888884
SmartFarm,Smart Irrigation,168,38,21.87,positif,positif,6,Technology Adoption,Sub-Saharan Africa,1535992,969,2024-11-29,1,1,0.33333333333333326,-0.7142857142857143
SmartFarm,IoT for Farming,189,258,26.72,négatif,négatif,7,IoT,North Africa,2020519,498,2024-11-29,-1,-1,0.125,5.7894736842105265
SmartFarm,Precision Agriculture,140,235,8.82,positif,négatif,6,Technology Adoption,Sub-Saharan Africa,623004,188,2024-11-29,1,-1,-0.2592592592592593,-0.08914728682170547
SmartFarm,Agricultural Robotics,314,134,5.91,négatif,positif,8,Smart Irrigation,Tunisia,266862,914,2024-11-29,-1,1,1.2428571428571429,-0.42978723404255315
SmartFarm,Drones for Crop Monitoring,357,129,22.86,positif,neutre,6,Drones,Europe,638113,913,2024-11-29,1,0,0.13694267515923575,-0.03731343283582089
SmartFarm,Water Management,363,14,0.54,négatif,négatif,9,Technology Adoption,Tunisia,1162232,915,2024-11-29,-1,-1,0.01680672268907557,-0.8914728682170543
SmartFarm,Agriculture 4.0,447,153,16.49,neutre,positif,5,Robotics,Global,4936071,661,2024-11-29,0,1,0.23140495867768585,9.928571428571429
SmartFarm,Drones for Crop Monitoring,101,132,11.99,positif,neutre,5,Climate Change,Europe,275417,757,2024-11-29,1,0,-0.7740492170022372,-0.13725490196078427
SmartFarm,Precision Agriculture,480,117,4.54,négatif,neutre,4,AI,Global,4304342,576,2024-11-29,-1,0,3.7524752475247523,-0.11363636363636365
SmartFarm,Sustainable Agriculture,80,231,11.99,neutre,positif,8,Precision Agriculture,Global,3314060,552,2024-11-29,0,1,-0.8333333333333334,0.9743589743589745
SmartFarm,IoT for Farming,298,69,3.11,négatif,positif,7,Climate Change,Tunisia,4509246,642,2024-11-29,-1,1,2.725,-0.7012987012987013
SmartFarm,Sustainable Agriculture,463,115,8.08,négatif,neutre,5,Technology Adoption,Europe,2939315,380,2024-11-29,-1,0,0.5536912751677852,0.6666666666666667
SmartFarm,Drones for Crop Monitoring,343,51,28.79,négatif,positif,6,Smart Irrigation,Tunisia,1300978,110,2024-11-29,-1,1,-0.25917926565874727,-0.5565217391304348
SmartFarm,AI in Agriculture,80,48,3.23,positif,positif,9,Precision Agriculture,Tunisia,4721111,124,2024-11-29,1,1,-0.7667638483965015,-0.05882352941176472
SmartFarm,Water Management,344,227,10.2,positif,négatif,2,Water Management,Europe,2474472,628,2024-11-29,1,-1,3.3,3.729166666666667
SmartFarm,Drones for Crop Monitoring,315,287,25.33,positif,neutre,5,Robotics,Tunisia,3902160,64,2024-11-29,1,0,-0.08430232558139539,0.26431718061674014
